"word","prob","noun_ratio"
"gets",0.12,0
"matricies",0.042,1
"xdot",0.158,0.666666666666667
"student",0.662,0.9923273657289
"pedal",0.522,0.733333333333333
"whale",0.362,0.714285714285714
"dopant",0.798,0.357142857142857
"gutter",0.22,1
"twirl",0.082,0
"isomerization",0.248,1
"realised",0.128,0
"lightbulb",0.894,0.96551724137931
"load",0.96,0.925324675324675
"drdt",0.24,1
"obtain",0.098,0
"batteries",0.934,0.985964912280702
"attractive",0.284,0
"sparking",0.126,0.166666666666667
"denser",0.298,0.586387434554974
"doughnut",0.488,0.956521739130435
"coincidence",0.64,0.996575342465753
"miami",0.034,1
"veritas",0.17,1
"nucleons",0.708,1
"scared",0.03,0
"postion",0.034,1
"platforms",0.382,1
"twirling",0.07,0
"kdv",0.446,0.470588235294118
"campfire",0.176,1
"bernoullis",0.604,0.545454545454545
"possibilistic",0.056,0
"dangling",0.21,0.285714285714286
"fluorescent",0.694,0.404040404040404
"universe",0.936,0.749718574108818
"foil",0.774,0.967289719626168
"travelers",0.164,1
"teabag",0.14,1
"van",0.538,0.828746177370031
"artifacts",0.154,0.961538461538462
"dynamite",0.062,0.777777777777778
"parkers",0.182,1
"femtosecond",0.586,0.96551724137931
"squeeze",0.218,0.21875
"made",0.14,0.00765810276679842
"temp",0.494,0.764940239043825
"whether",0.126,0
"ruling",0.064,0
"iterated",0.312,0
"stirring",0.76,0.113636363636364
"unfolding",0.186,0.454545454545455
"stocastic",0.008,0
"diode",0.904,0.957703927492447
"permeability",0.866,0.994285714285714
"trailing",0.2,0.419354838709677
"mutual",0.292,0
"calibration",0.724,1
"pasts",0.1,1
"silenced",0.024,0
"collimation",0.842,0.964285714285714
"liquidified",0.016,0
"incurred",0.12,0
"silencer",0.046,1
"volumen",0.17,1
"profit",0.188,0.769230769230769
"volumes",0.452,0.993827160493827
"richardson",0.164,0.928571428571429
"heliosheath",0.034,1
"inhomogenous",0.2,0
"snowing",0.102,0
"dynode",0.054,1
"forcefield",0.286,0.875
"lord",0.48,0.764705882352941
"shaving",0.08,0.125
"digit",0.274,0.8
"reconstructions",0.346,1
"microbe",0.152,0.75
"experimentally",0.362,0
"elevations",0.268,1
"internally",0.148,0
"reverbation",0.014,1
"tired",0.166,0.0232558139534884
"bacon",0.026,1
"pulse",0.932,0.773480662983425
"tires",0.292,0.933333333333333
"second",0.498,0.0783492063492063
"merge",0.628,0.19
"bicarbonate",0.088,1
"contributed",0.1,0
"fingers",0.368,1
"contributes",0.218,0.377952755905512
"unexposed",0.16,0
"macrostate",0.548,0.97
"reporter",0.164,1
"sunspot",0.276,0.888888888888889
"reported",0.06,0
"catalyzer",0.054,1
"reports",0.258,0.802816901408451
"robin",0.102,0.533333333333333
"diamagnets",0.316,0.666666666666667
"symmetrical",0.466,0.0152284263959391
"attractor",0.884,0.983870967741935
"norsk",0.008,0
"magically",0.044,0
"brought",0.042,0.0106007067137809
"unix",0.062,0
"depicted",0.056,0
"resonant",0.624,0.166666666666667
"neutrino",0.896,0.835600907029478
"unit",0.786,1
"occupying",0.094,0.0303030303030303
"untie",0.026,0
"preparation",0.772,0.983606557377049
"brings",0.028,0.0833333333333333
"mercurys",0.204,0
"glass",0.958,0.980845070422535
"loose",0.074,0.015
"prism",0.71,1
"lightcone",0.584,0.903225806451613
"pinholes",0.13,1
"emitters",0.412,0.935483870967742
"concepts",0.66,0.979143798024149
"topological",0.694,0.00262697022767075
"glued",0.04,0
"reviewing",0.242,0.0144927536231884
"polaroids",0.16,1
"ebonite",0.066,0.5
"intuitions",0.394,1
"hob",0.178,1
"knows",0.11,0.0589390962671906
"validity",0.746,1
"drying",0.29,0.16
"hoh",0.074,1
"hot",0.634,0.0172802404207363
"significance",0.64,0.998454404945904
"classify",0.148,0.0114942528735632
"beauty",0.198,1
"mediating",0.24,0.269230769230769
"microstate",0.364,0.919191919191919
"bekenstein",0.652,0.82
"sersic",0.048,0
"observability",0.472,1
"feedback",0.558,0.903448275862069
"telecom",0.056,1
"fidelity",0.63,1
"rigidbody",0.37,1
"outsider",0.164,1
"ampacity",0.01,1
"bipartition",0.174,1
"distinguishing",0.352,0.0869565217391304
"connes",0.3,1
"excimer",0.008,0.666666666666667
"bricks",0.356,0.948717948717949
"transmissivity",0.356,1
"georgi",0.33,0.782608695652174
"guage",0.114,1
"noticable",0.148,0
"borns",0.7,1
"whie",0.076,0.5
"spider",0.652,0.857142857142857
"contracting",0.724,0.104166666666667
"mdx",0.126,1
"equate",0.158,0.0616438356164384
"dobsonian",0.244,0.125
"octupole",0.244,0.272727272727273
"centauri",0.818,0.904761904761905
"encountering",0.162,0
"grapes",0.046,1
"molded",0.002,0
"ate",0.222,0.25
"atm",0.404,0.536885245901639
"atr",0.214,0.333333333333333
"atp",0.54,0.625
"grimmett",0.036,0.5
"wobbling",0.28,0.222222222222222
"resetting",0.106,0.333333333333333
"iib",0.656,0.827586206896552
"conservations",0.43,1
"spinning",0.762,0.180914512922465
"quadrupole",0.814,0.359756097560976
"millers",0.27,1
"similarly",0.094,0.00380710659898477
"xii",0.25,0.6
"antisymmetrized",0.07,0
"bitter",0.058,0.166666666666667
"ranging",0.17,0.0327868852459016
"superoperator",0.484,1
"betavoltaics",0.27,1
"evil",0.13,0.3125
"bouyancy",0.104,1
"acquisition",0.658,1
"hud",0.466,0.8
"concordia",0.028,1
"absorber",0.406,0.74468085106383
"absorbes",0.044,0.2
"mermin",0.73,0.762376237623762
"absorbed",0.16,0.0160692212608158
"sakurai",0.716,0.742857142857143
"shall",0.102,0
"screwing",0.074,0.111111111111111
"object",0.946,0.775867180551438
"microsecond",0.376,0.925925925925926
"noninertial",0.27,0
"cummings",0.088,1
"cooldown",0.12,1
"hup",0.528,0.865671641791045
"incomplete",0.408,0.0958904109589041
"gravitinos",0.312,0.833333333333333
"touches",0.096,0.160839160839161
"circuital",0.524,0.0638297872340425
"klein",0.842,0.761980830670926
"cushion",0.428,1
"tungsten",0.89,0.402061855670103
"heaviside",0.598,0.413793103448276
"greens",0.558,0.901408450704225
"textbooks",0.52,0.837116154873164
"greene",0.338,1
"release",0.35,0.462102689486553
"naturalness",0.756,0.666666666666667
"result",0.442,0.899527429628108
"hammer",0.862,0.934640522875817
"brst",0.906,0.191304347826087
"wikipedia",0.678,0.706149651620721
"postdocs",0.1,1
"stamps",0.094,1
"cdm",0.248,0.830188679245283
"wakeboard",0.13,0.75
"shroeder",0.184,1
"calculates",0.156,0.0838323353293413
"rolled",0.068,0
"steady",0.396,0.00446428571428571
"medallion",0.142,1
"butane",0.114,0.625
"roller",0.714,1
"topology",0.798,0.962871287128713
"accident",0.438,0.962264150943396
"triggers",0.206,0.21875
"pits",0.118,1
"pith",0.144,0.857142857142857
"biconcave",0.11,0.6
"pita",0.148,0.6
"genus",0.314,0.9
"asked",0.122,0
"pre",0.526,0.622881355932203
"boron",0.94,0.906666666666667
"agglomerate",0.174,0.5
"femm",0.316,0.714285714285714
"matte",0.118,0.8
"blending",0.104,0.333333333333333
"diff",0.53,0.681318681318681
"internuclear",0.266,0.111111111111111
"lighthouse",0.52,1
"watercraft",0.078,1
"radiative",0.598,0.0618556701030928
"synchronicity",0.432,1
"reionization",0.372,1
"ergodic",0.716,0.0163934426229508
"calcium",0.236,1
"symbolically",0.266,0
"graviton",0.95,0.918367346938776
"flooding",0.08,0.444444444444444
"geoid",0.17,0.8
"remembering",0.112,0.0444444444444444
"played",0.066,0
"equator",0.774,0.965156794425087
"weirdness",0.46,0.909090909090909
"characterize",0.104,0.0108695652173913
"things",0.482,1
"toaster",0.098,1
"lissajous",0.152,0
"harmony",0.166,0.923076923076923
"toasted",0,0
"orthohelium",0.092,1
"presure",0.29,1
"christodoulou",0.13,1
"tune",0.262,0.259259259259259
"subgroups",0.5,1
"burgers",0.548,1
"echoes",0.074,0.769230769230769
"higgses",0.14,0.875
"maxima",0.308,0.897959183673469
"amperage",0.408,0.964285714285714
"recoils",0.064,0.25
"quasar",0.75,0.714285714285714
"distribute",0.29,0.128712871287129
"stratonovich",0.334,0.0869565217391304
"rarefactions",0.168,1
"enters",0.218,0.370149253731343
"microwatts",0.082,1
"ease",0.098,0.745454545454545
"slices",0.142,0.982758620689655
"easy",0.174,0.00876010781671159
"east",0.57,0.410138248847926
"synchronisation",0.66,1
"disagreement",0.398,0.925
"macrostates",0.536,0.962962962962963
"cds",0.432,1
"poses",0.062,0.0909090909090909
"tolerable",0.008,0
"occurring",0.19,0.0303030303030303
"primaries",0.348,0.947368421052632
"remind",0.028,0.0416666666666667
"groundwater",0.332,1
"pressurizing",0.264,0.4
"right",0.814,0.227135757053966
"old",0.31,0
"fresnel",0.822,0.735294117647059
"tournament",0.264,0.875
"wavetrain",0.344,0.8
"gyroscopic",0.622,0.738095238095238
"animate",0.07,0.829787234042553
"pleiades",0.442,1
"creative",0.022,0
"gapless",0.588,0.573913043478261
"timestamps",0.212,0.857142857142857
"nonstationary",0.182,0
"oscillating",0.518,0.0831295843520782
"manufacturing",0.482,0.6
"emits",0.162,0.183879093198992
"excitons",0.546,1
"nonconductor",0.074,0.666666666666667
"surveillance",0.014,1
"slightly",0.2,0
"statements",0.372,1
"lagrangians",0.758,0.95260663507109
"soon",0.108,0
"knowing",0.366,0.0478036175710594
"joseph",0.17,0.857142857142857
"triplets",0.434,1
"yakubovskii",0.292,1
"offer",0.164,0.0954773869346734
"understandable",0.104,0
"lwa",0.032,0.5
"myopic",0.364,0.705882352941177
"coeff",0.246,0.833333333333333
"myopia",0.348,0.7
"equalization",0.472,1
"entangles",0.136,0.333333333333333
"geminate",0.104,0.5
"homogenous",0.434,0
"inductivity",0.24,1
"elon",0.066,0.5
"ericsson",0.104,1
"floor",0.472,1
"flood",0.46,0.6
"warms",0.052,0.307692307692308
"smell",0.938,0.730769230769231
"asterism",0.108,1
"fabry",0.302,0.666666666666667
"rolling",0.86,0.0989010989010989
"ballentine",0.406,0.75
"pion",0.808,0.996
"packets",0.626,0.993788819875776
"time",0.878,1
"push",0.446,0.343980343980344
"newbie",0.18,0.625
"dummies",0.506,1
"froude",0.2,0.727272727272727
"equalized",0.134,0
"reverbed",0.02,0
"accelerometers",0.458,1
"caos",0.038,1
"orientations",0.734,1
"invert",0.416,0.107692307692308
"presumptions",0.046,1
"findings",0.27,1
"insignificant",0.292,0.0869565217391304
"prediction",0.658,0.995652173913044
"generalisations",0.384,1
"crescent",0.37,0.8125
"axes",0.568,0.921146953405018
"crooks",0.316,0.625
"falling",0.394,0
"badge",0.114,1
"homopolar",0.204,0.0833333333333333
"galileo",0.79,0.73728813559322
"along",0.208,0.00163704396632367
"eisberg",0.224,0.733333333333333
"tropics",0.026,1
"saws",0.026,0.5
"vectors",0.786,0.998267648332612
"ferrofluid",0.826,0.904761904761905
"prefer",0.132,0.0387596899224806
"residual",0.248,0.0102040816326531
"explicitly",0.216,0
"films",0.65,0.957142857142857
"sriarcha",0.03,0.6
"electrolytic",0.13,0
"marbles",0.402,0.96
"phosphorene",0.046,0
"geophysics",0.498,1
"hausdroff",0.158,1
"trajectories",0.766,0.993421052631579
"printing",0.38,0.476190476190476
"infinitesmal",0.078,0
"nascar",0.1,0.333333333333333
"stereographic",0.106,0
"divided",0.052,0
"poking",0.186,0.0833333333333333
"dad",0.31,0.866666666666667
"immune",0.064,0.176470588235294
"coleman",0.406,0.717171717171717
"divider",0.692,0.979591836734694
"magnetizing",0.334,0
"transients",0.242,1
"explored",0.074,0
"suck",0.184,0.142857142857143
"stress",0.938,0.927963326784545
"truck",0.882,1
"radiations",0.77,1
"course",0.444,1
"derive",0.23,0.0165866433871672
"thumb",0.328,0.910714285714286
"decreases",0.43,0.37888198757764
"liquid",0.974,0.720452937013447
"decreased",0.232,0
"instantly",0.154,0
"conveying",0.164,0.133333333333333
"uniformely",0.128,0
"recreate",0.018,0
"locus",0.372,0.961538461538462
"maintaining",0.142,0
"config",0.038,0.866666666666667
"aeroelastic",0.222,0
"veins",0.104,0.857142857142857
"epistemologically",0.122,0
"preasure",0.086,1
"fluted",0.032,0
"assumption",0.752,0.995148995148995
"predefined",0.058,0
"jounce",0.206,1
"formula",0.732,0.964999011271505
"slicings",0.182,1
"blb",0.104,1
"reggized",0.034,0
"quite",0.048,0.00597237775289287
"homeomorphism",0.404,1
"besides",0.32,0.068241469816273
"remainder",0.276,0.96969696969697
"chevy",0.008,1
"separator",0.176,1
"massive",0.326,0.00828025477707006
"timelines",0.374,1
"rms",0.704,0.898305084745763
"chance",0.288,1
"supressed",0.114,0
"structured",0.226,0
"dissipate",0.33,0.155963302752294
"realization",0.582,1
"structures",0.874,0.956916099773243
"proving",0.168,0.00666666666666667
"inventor",0.232,0.941176470588235
"meteors",0.446,0.962962962962963
"rubble",0.334,0.375
"tomographic",0.028,0
"glossy",0.032,0.2
"sao",0.052,1
"sag",0.3,0.52
"stratosphere",0.418,0.526315789473684
"flatness",0.874,0.875
"sap",0.382,0.764705882352941
"saw",0.29,0.0585048754062839
"unsuitable",0.022,0
"violates",0.132,0.0555555555555556
"note",0.494,0.707011359185272
"checkerboard",0.078,0.666666666666667
"destroy",0.252,0.0698924731182796
"butterfly",0.796,0.866666666666667
"handing",0.02,0
"lint",0.128,0.875
"lifespans",0.36,1
"knew",0.018,0.0321428571428571
"detect",0.572,0.0246189917936694
"knee",0.214,1
"pages",0.216,0.982517482517482
"peice",0.068,1
"cushioned",0.056,0
"transformatons",0.036,0.5
"salt",0.958,0.796875
"slot",0.192,0.981132075471698
"weapons",0.272,1
"slow",0.342,0.010597302504817
"slop",0.06,0.714285714285714
"cloak",0.13,0.909090909090909
"coeficient",0.14,1
"tears",0.186,0.882352941176471
"going",0.278,0
"gravitomagnetism",0.53,1
"blinds",0.074,1
"dissimilar",0.056,0.037037037037037
"genera",0.082,0.833333333333333
"wheelie",0.408,0.8
"inspection",0.416,1
"outlet",0.378,0.97029702970297
"mysticism",0.272,1
"prime",0.29,0.0590753424657534
"settings",0.244,0.985714285714286
"borrow",0.148,0.0869565217391304
"roger",0.286,0.78125
"subatomic",0.156,0
"rgb",0.69,0.727272727272727
"philae",0.418,1
"phonons",0.874,0.995726495726496
"jumped",0.158,0.0208333333333333
"teacup",0.328,0.95
"originated",0.072,0
"aproaching",0.176,0
"jobs",0.128,1
"ehrenfest",0.544,0.0298507462686567
"dome",0.49,0.827160493827161
"indicial",0.13,0
"spark",0.868,0.923076923076923
"suppressed",0.226,0
"residence",0.238,1
"personal",0.056,0
"multiplies",0.122,0.478260869565217
"homodyne",0.29,0.35
"boat",0.792,0.988269794721408
"branes",0.908,0.968058968058968
"submerging",0.134,0
"stretch",0.714,0.450643776824034
"mounting",0.286,0.25
"locally",0.366,0
"airliner",0.052,1
"cosine",0.452,0.830409356725146
"cdse",0.088,1
"reflective",0.374,0.123456790123457
"observe",0.516,0.0388349514563107
"ytterbium",0.19,1
"intimately",0.026,0
"invoking",0.134,0
"canon",0.262,0.941176470588235
"tiny",0.062,0
"bridging",0.082,0
"rtimes",0.234,1
"superconformal",0.592,0.0319148936170213
"fame",0.044,0.8
"wolff",0.406,0.727272727272727
"preparatory",0.358,0.5
"scientifically",0.242,0
"births",0.116,1
"entanglement",0.904,0.763606823720552
"renewable",0.244,0
"earnshaw",0.098,0.476190476190476
"iow",0.334,0.875
"deconfinement",0.176,0.75
"pewter",0.09,1
"summer",0.788,1
"manifold",0.956,0.809889173060529
"candlin",0.1,0.75
"gdd",0.384,0.666666666666667
"geological",0.064,0
"instrument",0.836,0.964285714285714
"ghostly",0.098,0
"coded",0.046,0
"tautologous",0.036,0
"multiplets",0.78,1
"vague",0.032,0.0706713780918728
"tarp",0.196,1
"discarded",0.148,0
"tsunami",0.906,0.918367346938776
"glycol",0.186,0.928571428571429
"stationary",0.502,0.0246478873239437
"polonium",0.868,1
"noon",0.326,0.837209302325581
"langevin",0.882,0.223684210526316
"lorenz",0.42,0.261194029850746
"exit",0.42,0.688796680497925
"forecasted",0.008,0
"majorana",0.742,0.588100686498856
"scientific",0.254,0
"power",0.88,1
"whose",0.088,0
"equillibrium",0.384,0.888888888888889
"iconic",0.188,0
"anticipated",0.074,0
"stone",0.902,0.984293193717278
"favorite",0.176,0.0833333333333333
"hierarchal",0.03,0.5
"slender",0.146,0.727272727272727
"meal",0.09,1
"neighbor",0.482,0.946808510638298
"burning",0.774,0.258706467661692
"accumulates",0.144,0.352941176470588
"superhiggs",0.168,1
"accumulated",0.052,0
"valuable",0.046,0
"fluorine",0.384,0.666666666666667
"racquet",0.082,1
"myths",0.06,1
"viscous",0.526,0
"subshells",0.474,1
"ligo",0.878,0.519736842105263
"complete",0.316,0.00487012987012987
"furthest",0.044,0.0208333333333333
"irrationals",0.09,1
"technologies",0.586,1
"aide",0.106,0.75
"cords",0.036,1
"darken",0.184,0.142857142857143
"dispensing",0.164,0.25
"thermalization",0.662,0.935483870967742
"eigenvector",0.696,1
"regimes",0.424,0.925925925925926
"limescale",0.132,0.5
"exhausted",0.052,0
"stealing",0.118,0
"laminated",0.166,0
"hollowness",0.042,1
"graduate",0.64,0.76063829787234
"caculating",0.034,0
"moller",0.184,1
"ising",0.762,0.324455205811138
"hadrodynamics",0.184,1
"acids",0.144,0.909090909090909
"substitutional",0.276,0.125
"abundances",0.508,1
"consider",0.49,0.0335550628233555
"trigonometric",0.152,0.0697674418604651
"hunting",0.09,0.142857142857143
"squats",0.294,1
"ringworld",0.24,1
"lieb",0.078,0.631578947368421
"grassmanian",0.322,0.2
"deconstruct",0.12,0.2
"breit",0.398,0.84375
"strand",0.206,0.954545454545455
"thermography",0.356,1
"ageing",0.262,0.0833333333333333
"laying",0.052,0.0555555555555556
"laue",0.506,0.454545454545455
"adjust",0.064,0.0212765957446809
"mammal",0.22,0.666666666666667
"electical",0.036,0
"ekpyrotic",0.21,0
"method",0.752,0.958943234559086
"revealing",0.218,0
"concluding",0.234,0.0909090909090909
"buzzing",0.12,0.454545454545455
"electroluminescence",0.422,0.666666666666667
"introductory",0.562,0.323232323232323
"host",0.118,0.844827586206897
"infrequently",0.012,0
"sweetness",0.12,1
"via",0.086,0
"vii",0.168,0.909090909090909
"vis",0.186,0.560975609756098
"stopper",0.23,0.916666666666667
"decrement",0.386,0.857142857142857
"normalsize",0.034,0
"career",0.346,0.94
"select",0.17,0.0636363636363636
"objectives",0.32,0.846153846153846
"poodle",0.014,0.5
"teen",0.142,1
"emission",0.81,0.994652406417112
"calblock",0.208,0.5
"objections",0.152,1
"rotons",0.016,1
"klm",0.044,0.777777777777778
"klt",0.526,1
"converts",0.178,0.33
"male",0.138,0.785714285714286
"salty",0.462,0.666666666666667
"dress",0.262,0.666666666666667
"salts",0.064,0.894736842105263
"teleport",0.234,0.111111111111111
"plant",0.842,1
"plans",0.144,0.96
"minus",0.322,0.616981132075472
"plane",0.886,0.985256736146416
"vertically",0.132,0
"plano",0.426,0.866666666666667
"flutter",0.398,0.782608695652174
"uncertainities",0.368,1
"blueshift",0.906,0.954545454545455
"clarifications",0.496,1
"confirm",0.212,0.136645962732919
"trade",0.074,0.815789473684211
"attitude",0.604,0.9
"rapidly",0.084,0
"blurring",0.082,0.454545454545455
"reciprocating",0.27,0.333333333333333
"saltatory",0.168,0.571428571428571
"snowball",0.172,0.692307692307692
"walkers",0.17,1
"chistoffel",0.138,1
"chandra",0.238,0.785714285714286
"neccessary",0.036,0
"lantern",0.07,0.166666666666667
"england",0.414,0.733333333333333
"flavoured",0.022,0
"gallilean",0.048,0
"unprimed",0.074,0.0263157894736842
"magnetoresistance",0.412,1
"really",0.164,0
"fts",0.128,0.5
"conceptualizing",0.122,0
"admixtures",0.066,1
"vectorial",0.216,0.114285714285714
"ftl",0.78,0.322834645669291
"drives",0.504,0.32089552238806
"cockpit",0.19,0.95
"larmors",0.17,1
"unmanned",0.016,0
"clump",0.106,0.65
"major",0.12,0
"forwards",0.336,0.971428571428571
"succeeded",0.08,0
"fluxes",0.568,1
"differ",0.558,0.298056155507559
"landmass",0.188,0.8
"srednicki",0.716,0.636363636363636
"frankel",0.154,0.75
"molecular",0.384,0.0156028368794326
"decadal",0.242,0.2
"anodized",0.064,0
"threaded",0.064,0
"spacings",0.13,1
"stairs",0.516,0.964285714285714
"inhalation",0.122,1
"refilling",0.072,0.2
"annihilation",0.88,0.992307692307692
"stickiness",0.106,1
"electrodynamics",0.79,0.924556213017751
"actully",0.024,0
"hgx",0.04,0.333333333333333
"walk",0.744,0.310810810810811
"disproven",0.15,0
"bobbin",0.026,1
"insulative",0.01,0
"blackboard",0.694,1
"unused",0.1,0
"brooklyn",0.048,0.75
"nasas",0.152,0
"ducts",0.106,0.6
"colliding",0.478,0.112211221122112
"oyster",0.1,0.5
"salinity",0.308,1
"stepwise",0.062,0.666666666666667
"evapotranspiration",0.39,1
"keychain",0.222,1
"reels",0.172,1
"ultralisk",0.056,0.5
"giants",0.776,0.98
"scuff",0.046,0
"dependent",0.518,0.209937888198758
"beams",0.804,0.925476603119584
"lame",0.07,0.333333333333333
"memristors",0.174,1
"paddling",0.12,0.25
"disregarding",0.26,0.1
"river",0.892,0.983333333333333
"timespace",0.142,1
"approaching",0.326,0.0381231671554252
"bimorph",0.094,0.75
"quotients",0.26,1
"flavours",0.442,0.84
"mario",0.068,0.75
"electrolyte",0.418,0.816326530612245
"unsettling",0.102,0
"guider",0.172,1
"currently",0.352,0
"diluted",0.036,0
"rejecting",0.184,0.0909090909090909
"copper",0.902,0.974235104669887
"carbonated",0.354,0
"europa",0.346,0.727272727272727
"suvat",0.376,0.692307692307692
"interface",0.87,0.976470588235294
"prospects",0.642,1
"improved",0.158,0
"pdv",0.338,0.85
"shockwaves",0.352,1
"improves",0.054,0.0952380952380952
"pdg",0.362,0.666666666666667
"pdf",0.344,0.758983347940403
"pde",0.77,0.859259259259259
"pendulum",0.946,0.977984758679086
"armco",0.162,0.75
"except",0.078,0.00410677618069815
"faraday",0.582,0.154128440366972
"indefinite",0.29,0.0754716981132075
"contraint",0.028,1
"publishing",0.308,0.25
"conveyor",0.568,1
"aspherical",0.264,0
"azimuthal",0.312,0.123287671232877
"substraction",0.374,1
"radiofrequency",0.386,1
"surfacing",0.126,0
"hughston",0.12,1
"presheaf",0.118,1
"handling",0.328,0.294117647058824
"forgetting",0.31,0.0714285714285714
"optimization",0.84,1
"evaluating",0.226,0.0147783251231527
"graphenes",0.528,1
"couplings",0.658,0.98469387755102
"pound",0.332,1
"backing",0.256,0.4375
"calculator",0.586,0.988505747126437
"triple",0.322,0.159235668789809
"beautifully",0.238,0
"tacoma",0.168,1
"astrophotography",0.464,1
"shorted",0.054,0
"fibers",0.586,1
"shorten",0.116,0.0588235294117647
"sunbeam",0.242,1
"shorter",0.308,0.124661246612466
"reachable",0.1,0
"viewing",0.66,0.116959064327485
"stack",0.566,0.642172523961661
"picks",0.04,0.138888888888889
"strobe",0.094,0.818181818181818
"flame",0.88,0.964071856287425
"ionising",0.35,0.222222222222222
"metric",0.618,0
"coverslip",0.222,0.75
"signals",0.656,0.990498812351544
"sputnik",0.298,0.8
"crying",0.044,0
"input",0.518,0.842985842985843
"deviatoric",0.252,0
"additivity",0.272,0.9375
"tunnelling",0.792,0.333333333333333
"aerospace",0.486,0.9375
"projects",0.594,1
"imposed",0.07,0
"impactor",0.306,1
"consensus",0.278,0.977011494252874
"communications",0.522,0.981818181818182
"symplectomorphism",0.272,1
"expansionary",0.134,0
"alimentary",0.156,0
"pertaining",0.29,0.133333333333333
"hartmann",0.254,0.818181818181818
"minium",0.012,1
"farsightedness",0.316,0.75
"broadband",0.51,0.846153846153846
"superfields",0.882,0.985507246376812
"religion",0.278,0.923076923076923
"rashba",0.422,0.64
"copropagating",0.122,0
"adjoints",0.132,1
"survive",0.4,0.0670731707317073
"equipartition",0.764,0.989130434782609
"idealistic",0.116,0
"dictates",0.088,0.162162162162162
"nowhere",0.1,0
"boardgame",0.104,1
"dictated",0.012,0
"coexist",0.402,0.323529411764706
"stuart",0.058,0.4
"antineutron",0.724,0.962962962962963
"garbage",0.364,1
"helical",0.61,0.0338983050847458
"appropriate",0.172,0.054016620498615
"grasses",0.028,1
"spending",0.25,0.355555555555556
"custom",0.096,0.8
"bosons",0.87,0.988210075026795
"rogue",0.324,0.590909090909091
"impeded",0.052,0
"superfluids",0.82,0.95
"quantitize",0.042,0
"atom",0.952,0.862001672706997
"coldest",0.452,0.277777777777778
"kahler",0.674,0.87719298245614
"verification",0.786,1
"continuously",0.164,0.00831024930747922
"laplace",0.574,0.852409638554217
"aerial",0.032,0.2
"likewise",0.156,0.537142857142857
"decimeter",0.06,1
"invalid",0.262,0.12621359223301
"elements",0.838,0.976190476190476
"energetic",0.16,0
"beginnings",0.12,1
"ago",0.224,0
"agn",0.584,0.538461538461538
"fighter",0.492,0.976744186046512
"age",0.81,1
"saclay",0.014,0.666666666666667
"logical",0.13,0.0025706940874036
"opposing",0.198,0.025
"oracle",0.566,1
"agt",0.162,0
"partial",0.48,0.00752849180600616
"existing",0.196,0.00549450549450549
"illustrated",0.194,0
"stops",0.3,0.295711060948081
"gossip",0.034,0.666666666666667
"centers",0.352,0.986111111111111
"reparameterization",0.402,1
"prometheus",0.088,1
"concerned",0.074,0
"nonpositive",0.028,0
"implodes",0.092,0.5
"manipulates",0.2,0.166666666666667
"continues",0.032,0
"diffussivity",0.348,1
"manipulated",0.074,0
"schwabl",0.232,0.9
"continued",0.074,0
"encloses",0.012,0
"mathrm",0.542,0.800697044017039
"enclosed",0.148,0
"odd",0.318,0.0833333333333333
"ode",0.708,0.878787878787879
"apparatus",0.798,0.932608695652174
"multiqubit",0.07,1
"visited",0.08,0
"slabs",0.288,0.807692307692308
"respectively",0.172,0
"gathered",0.04,0
"delivering",0.046,0
"octave",0.346,0.476190476190476
"consideration",0.632,0.994219653179191
"linewidths",0.24,1
"deduced",0.092,0
"vinegar",0.168,0.833333333333333
"great",0.272,0
"receive",0.146,0.00958466453674121
"involved",0.176,0
"titanic",0.174,0.166666666666667
"cte",0.204,0.923076923076923
"defeat",0.12,0.25
"popcorn",0.038,0.75
"opinion",0.154,1
"bookkeeping",0.286,0.75
"displaystyle",0.246,0.343096234309623
"involves",0.094,0.042830540037244
"transmittance",0.674,1
"disobey",0.138,0
"sugar",0.874,0.8625
"tools",0.64,0.935828877005348
"zip",0.112,1
"illegal",0.136,0
"duplicate",0.328,0.847602739726027
"zin",0.208,1
"doubling",0.444,0.0933333333333333
"ndfeb",0.352,0.705882352941177
"carrying",0.44,0.29635761589404
"balls",0.806,0.966472303206997
"animals",0.81,0.98780487804878
"athlete",0.466,0.708333333333333
"pour",0.432,0.0561797752808989
"shockley",0.538,0.875
"thin",0.62,0.0284210526315789
"posssible",0.05,0
"weaker",0.494,0.116883116883117
"purposes",0.49,0.95985401459854
"pieces",0.642,0.995305164319249
"prograde",0.318,0.476190476190476
"weaken",0.096,0.0645161290322581
"destroying",0.112,0.0142857142857143
"trumpet",0.73,0.944444444444444
"cancellation",0.56,1
"triboelectric",0.214,0
"establishment",0.134,1
"contraption",0.406,1
"singular",0.626,0.077720207253886
"lps",0.016,0
"nonconservation",0.652,1
"microbial",0.066,0
"redundant",0.238,0.233766233766234
"diffeomorphism",0.716,0.978260869565217
"preditions",0.026,1
"antielectrons",0.356,1
"terminable",0.042,0
"produces",0.18,0.0636942675159236
"coaxially",0.102,0
"produced",0.136,0
"jaynes",0.698,0.898305084745763
"neodymium",0.512,0.433734939759036
"radioactive",0.54,0.0238663484486874
"laminar",0.91,0.610169491525424
"johnny",0.032,1
"tov",0.112,0.4
"popularized",0.068,0
"separators",0.034,1
"traverses",0.136,0.107142857142857
"cage",0.9,0.98780487804878
"neucleon",0.046,1
"traced",0.034,0
"vibrations",0.86,0.99375
"beneath",0.25,0.2125
